course,available_balance_usd,available_balance_grn26.0,384.62,0.026.0,384.62,0.026.48,0.0,10000.1226.62,0.0,10184.7426.5,0.0,10238.5826.26,0.0,10192.4326.48,0.0,10100.12
26.48,0.0,10184.74
26.48,100.0,7536.74
26.48,109.97,7271.94
26.07,384.59,0.0
25.61,390.64,0.0
25.55,397.66,0.0
